idx,bytes,buffer_size,time
1063,4096,192,1682322424949
1064,4096,91,1682322424949
1065,4096,565,1682322424950
1066,4096,642,1682322424950
1067,4096,110,1682322424950
1068,4096,360,1682322424951
1069,4096,262,1682322424951
1070,4096,134,1682322424951
1071,4096,355,1682322424952
1072,4096,43,1682322424952
1073,4096,628,1682322424953
1074,4096,21,1682322424953
1075,4096,206,1682322424953
1076,4096,209,1682322424954
1077,4096,792,1682322424954
1078,4096,84,1682322424954
1079,4096,29,1682322424955
1080,4096,24,1682322424955
1081,4096,169,1682322424955
1082,4096,277,1682322424956
1083,4096,14,1682322424956
1084,4096,89,1682322424956
1085,4096,122,1682322424957
1086,4096,500,1682322424957
1087,4096,36,1682322424957
1088,4096,1414,1682322424958
1089,4096,157,1682322424958
1090,4096,99,1682322424958
1091,4096,182,1682322424959
1092,4096,48,1682322424959
1093,4096,21,1682322424959
1094,4096,242,1682322424960
1095,4096,94,1682322424960
1096,4096,28,1682322424960
1097,4096,3,1682322424961
1098,4096,560,1682322424961
1099,4096,341,1682322424961
1100,4096,23,1682322424962
1101,4096,338,1682322424962
1102,4096,276,1682322424962
1103,4096,114,1682322424963
1104,4096,40,1682322424963
1105,4096,527,1682322424963
1106,4096,240,1682322424964
1107,4096,17,1682322424964
1108,4096,143,1682322424965
1109,4096,241,1682322424965
1110,4096,454,1682322424965
1111,4096,92,1682322424966
1112,4096,155,1682322424966
1113,4096,1414,1682322424966
1114,4096,451,1682322424967
1115,4096,116,1682322424967
1116,4096,339,1682322424967
1117,4096,15,1682322424982
1118,4096,15,1682322424982
1119,4096,68,1682322424983
1120,4096,1414,1682322424983
1121,4096,215,1682322424983
1122,4096,15,1682322425008
1123,4096,15,1682322425008
1124,4096,186,1682322425009
1125,4096,14,1682322425009
1126,4096,164,1682322425010
1127,4096,461,1682322425010
1128,4096,15,1682322425046
1129,4096,15,1682322425046
1130,4096,552,1682322425047
1131,4096,116,1682322425047
1132,4096,32,1682322425047
1133,4096,15,1682322425085
1134,4096,15,1682322425086
1135,4096,648,1682322425086
1136,4096,104,1682322425086
1137,4096,313,1682322425087
1138,4096,15,1682322425112
1139,4096,15,1682322425112
1140,4096,470,1682322425112
1141,4096,90,1682322425113
1142,4096,564,1682322425113
1143,4096,15,1682322425140
1144,4096,15,1682322425141
1145,4096,1087,1682322425141
1146,4096,154,1682322425142
1147,4096,53,1682322425142
1148,4096,15,1682322425178
1149,4096,15,1682322425178
1150,4096,339,1682322425179
1151,4096,634,1682322425179
1152,4096,298,1682322425179
1153,4096,15,1682322425216
1154,4096,16,1682322425216
1155,4096,134,1682322425217
1156,4096,251,1682322425217
1157,4096,127,1682322425217
1158,4096,15,1682322425240
1159,4096,283,1682322425240
1160,4096,77,1682322425240
1161,4096,351,1682322425241
1162,4096,146,1682322425241
1163,4096,15,1682322425282
1164,4096,120,1682322425282
1165,4096,41,1682322425282
1166,4096,510,1682322425282
1167,4096,1117,1682322425283
1168,4096,15,1682322425313
1169,4096,169,1682322425313
1170,4096,18,1682322425313
1171,4096,544,1682322425314
1172,4096,65,1682322425314
1173,4096,15,1682322425344
1174,4096,219,1682322425345
1175,4096,120,1682322425345
1176,4096,553,1682322425345
1177,4096,151,1682322425345
1178,4096,15,1682322425383
1179,4096,520,1682322425383
1180,4096,66,1682322425384
1181,4096,273,1682322425384
1182,4096,227,1682322425384
1183,4096,15,1682322425410
1184,4096,111,1682322425410
1185,4096,22,1682322425410
1186,4096,287,1682322425410
1187,4096,40,1682322425411
1188,4096,15,1682322425446
1189,4096,173,1682322425446
1190,4096,121,1682322425447
1191,4096,265,1682322425447
1192,4096,82,1682322425447
1193,4096,15,1682322425482
1194,4096,16,1682322425483
1195,4096,537,1682322425483
1196,4096,30,1682322425483
1197,4096,403,1682322425484
1198,4096,15,1682322425510
1199,4096,52,1682322425510
1200,4096,151,1682322425510
1201,4096,53,1682322425511
1202,4096,160,1682322425511
1203,4096,15,1682322425541
1204,4096,66,1682322425542
1205,4096,369,1682322425542
1206,4096,196,1682322425542
1207,4096,1124,1682322425543
1208,4096,15,1682322425574
1209,4096,138,1682322425574
1210,4096,18,1682322425574
1211,4096,49,1682322425575
1212,4096,117,1682322425575
1213,4096,15,1682322425611
1214,4096,223,1682322425611
1215,4096,445,1682322425611
1216,4096,43,1682322425612
1217,4096,211,1682322425612
1218,4096,15,1682322425649
1219,4096,678,1682322425650
1220,4096,211,1682322425650
1221,4096,620,1682322425650
1222,4096,620,1682322425651
1223,4096,15,1682322425676
1224,4096,21,1682322425677
1225,4096,534,1682322425677
1226,4096,174,1682322425678
1227,4096,154,1682322425678
1228,4096,15,1682322425713
1229,4096,64,1682322425714
1230,4096,338,1682322425714
1231,4096,85,1682322425715
1232,4096,144,1682322425715
1233,4096,15,1682322425745
1234,4096,16,1682322425746
1235,4096,149,1682322425746
1236,4096,179,1682322425747
1237,4096,722,1682322425747
1238,4096,15,1682322425777
1239,4096,57,1682322425777
1240,4096,165,1682322425777
1241,4096,278,1682322425778
1242,4096,186,1682322425778
1243,4096,15,1682322425809
1244,4096,25,1682322425809
1245,4096,42,1682322425809
1246,4096,91,1682322425810
1247,4096,33,1682322425810
1248,4096,15,1682322425840
1249,4096,21,1682322425840
1250,4096,185,1682322425841
1251,4096,470,1682322425841
1252,4096,80,1682322425841
1253,4096,15,1682322425876
1254,4096,893,1682322425877
1255,4096,177,1682322425877
1256,4096,74,1682322425877
1257,4096,19,1682322425878
1258,4096,15,1682322425913
1259,4096,224,1682322425913
1260,4096,94,1682322425914
1261,4096,290,1682322425914
1262,4096,55,1682322425914
1263,4096,15,1682322425944
1264,4096,57,1682322425945
1265,4096,52,1682322425945
1266,4096,353,1682322425945
1267,4096,353,1682322425946
1268,4096,15,1682322425981
1269,4096,260,1682322425981
1270,4096,54,1682322425981
1271,4096,37,1682322425982
1272,4096,51,1682322425982
1273,4096,15,1682322426013
1274,4096,16,1682322426013
1275,4096,396,1682322426013
1276,4096,202,1682322426014
1277,4096,139,1682322426014
1278,4096,15,1682322426044
1279,4096,139,1682322426044
1280,4096,268,1682322426045
1281,4096,341,1682322426045
1282,4096,341,1682322426045
1283,4096,15,1682322426083
1284,4096,337,1682322426084
1285,4096,857,1682322426084
1286,4096,235,1682322426085
1287,4096,588,1682322426085
1288,4096,15,1682322426115
1289,4096,26,1682322426116
1290,4096,344,1682322426116
1291,4096,15,1682322426116
1292,4096,121,1682322426117
1293,4096,15,1682322426142
1294,4096,123,1682322426142
1295,4096,19,1682322426142
1296,4096,48,1682322426143
1297,4096,428,1682322426143
1298,4096,15,1682322426178
1299,4096,266,1682322426178
1300,4096,444,1682322426179
1301,4096,59,1682322426179
1302,4096,1274,1682322426180
1303,4096,15,1682322426218
1304,4096,57,1682322426218
1305,4096,359,1682322426218
1306,4096,86,1682322426219
1307,4096,275,1682322426219
1308,4096,15,1682322426244
1309,4096,117,1682322426244
1310,4096,41,1682322426245
1311,4096,197,1682322426245
1312,4096,197,1682322426245
1313,4096,15,1682322426280
1314,4096,16,1682322426281
1315,4096,1128,1682322426281
1316,4096,862,1682322426281
1317,4096,147,1682322426282
1318,4096,15,1682322426312
1319,4096,276,1682322426312
1320,4096,439,1682322426312
1321,4096,247,1682322426313
1322,4096,132,1682322426313
1323,4096,15,1682322426349
1324,4096,838,1682322426349
1325,4096,170,1682322426349
1326,4096,264,1682322426350
1327,4096,94,1682322426350
1328,4096,15,1682322426381
1329,4096,190,1682322426381
1330,4096,96,1682322426382
1331,4096,360,1682322426382
1332,4096,360,1682322426383
1333,4096,15,1682322426418
1334,4096,1044,1682322426418
1335,4096,94,1682322426419
1336,4096,150,1682322426419
1337,4096,399,1682322426419
1338,4096,15,1682322426444
1339,4096,201,1682322426445
1340,4096,521,1682322426445
1341,4096,230,1682322426445
1342,4096,47,1682322426446
1343,4096,15,1682322426481
1344,4096,129,1682322426481
1345,4096,878,1682322426481
1346,4096,172,1682322426482
1347,4096,91,1682322426482
1348,4096,15,1682322426517
1349,4096,82,1682322426517
1350,4096,753,1682322426518
1351,4096,186,1682322426518
1352,4096,308,1682322426519
1353,4096,3,1682322426544
1354,4096,16,1682322426544
1355,4096,119,1682322426545
1356,4096,643,1682322426545
1357,4096,643,1682322426545
1358,4096,15,1682322426580
1359,4096,192,1682322426581
1360,4096,52,1682322426581
1361,4096,346,1682322426582
1362,4096,346,1682322426582
1363,4096,15,1682322426612
1364,4096,146,1682322426613
1365,4096,269,1682322426613
1366,4096,370,1682322426614
1367,4096,38,1682322426614
1368,4096,15,1682322426644
1369,4096,237,1682322426644
1370,4096,151,1682322426645
1371,4096,130,1682322426645
1372,4096,716,1682322426645
1373,4096,15,1682322426681
1374,4096,742,1682322426681
1375,4096,626,1682322426682
1376,4096,155,1682322426682
1377,4096,137,1682322426682
1378,4096,15,1682322426713
1379,4096,490,1682322426713
1380,4096,362,1682322426714
1381,4096,414,1682322426714
1382,4096,448,1682322426715
1383,4096,15,1682322426740
1384,4096,353,1682322426740
1385,4096,657,1682322426741
1386,4096,744,1682322426741
1387,4096,31,1682322426741
1388,4096,15,1682322426782
1389,4096,488,1682322426782
1390,4096,351,1682322426782
1391,4096,298,1682322426783
1392,4096,1233,1682322426783
1393,4096,15,1682322426818
1394,4096,16,1682322426818
1395,4096,389,1682322426819
1396,4096,230,1682322426819
1397,4096,230,1682322426819
1398,4096,15,1682322426844
1399,4096,228,1682322426845
1400,4096,266,1682322426845
1401,4096,610,1682322426845
1402,4096,149,1682322426845
1403,4096,15,1682322426881
1404,4096,139,1682322426881
1405,4096,224,1682322426881
1406,4096,393,1682322426882
1407,4096,393,1682322426882
1408,4096,15,1682322426909
1409,4096,164,1682322426910
1410,4096,40,1682322426910
1411,4096,195,1682322426910
1412,4096,416,1682322426911
1413,4096,14,1682322426941
1414,4096,30,1682322426942
1415,4096,13,1682322426942
1416,4096,15,1682322426943
1417,4096,251,1682322426943
1418,4096,238,1682322426943
1419,4096,343,1682322426943
1420,4096,617,1682322426944
1421,4096,41,1682322426944
1422,4096,74,1682322426945
1423,4096,460,1682322426945
1424,4096,254,1682322426945
1425,4096,157,1682322426946
1426,4096,50,1682322426946
1427,4096,241,1682322426946
1428,4096,668,1682322426946
1429,4096,77,1682322426947
1430,4096,36,1682322426947
1431,4096,403,1682322426947
1432,4096,177,1682322426948
1433,4096,243,1682322426948
1434,4096,203,1682322426949
1435,4096,222,1682322426949
1436,4096,372,1682322426949
1437,4096,57,1682322426950
1438,4096,196,1682322426950
1439,4096,591,1682322426950
1440,4096,220,1682322426951
1441,4096,182,1682322426951
1442,4096,22,1682322426951
1443,4096,117,1682322426952
1444,4096,130,1682322426952
1445,4096,79,1682322426952
1446,4096,339,1682322426953
1447,4096,321,1682322426953
1448,4096,291,1682322426954
1449,4096,459,1682322426954
1450,4096,1353,1682322426954
1451,4096,588,1682322426955
1452,4096,265,1682322426955
1453,4096,219,1682322426955
1454,4096,282,1682322426956
1455,4096,74,1682322426956
1456,4096,1335,1682322426956
1457,4096,520,1682322426957
1458,4096,264,1682322426957
1459,4096,153,1682322426957
1460,4096,185,1682322426958
1461,4096,807,1682322426958
1462,4096,636,1682322426958
1463,4096,275,1682322426959
1464,4096,347,1682322426959
1465,4096,244,1682322426959
1466,4096,79,1682322426960
1467,4096,353,1682322426960
1468,4096,185,1682322426960
1469,4096,15,1682322426961
1470,4096,144,1682322426961
1471,4096,316,1682322426961
1472,4096,19,1682322426962
1473,4096,294,1682322426962
1474,4096,15,1682322426975
1475,4096,15,1682322426975
1476,4096,15,1682322426975
1477,4096,242,1682322426976
1478,4096,364,1682322426976
1479,4096,15,1682322427013
1480,4096,15,1682322427013
1481,4096,727,1682322427013
1482,4096,681,1682322427014
1483,4096,46,1682322427014
1484,4096,454,1682322427014
1485,4096,15,1682322427044
1486,4096,15,1682322427044
1487,4096,193,1682322427045
1488,4096,121,1682322427045
1489,4096,60,1682322427045
1490,4096,399,1682322427046
1491,4096,15,1682322427081
1492,4096,15,1682322427081
1493,4096,55,1682322427081
1494,4096,43,1682322427082
1495,4096,61,1682322427082
1496,4096,44,1682322427082
1497,4096,15,1682322427112
1498,4096,15,1682322427112
1499,4096,172,1682322427113
1500,4096,29,1682322427113
1501,4096,519,1682322427114
1502,4096,15,1682322427144
1503,4096,15,1682322427144
1504,4096,368,1682322427144
1505,4096,137,1682322427145
1506,4096,59,1682322427145
1507,4096,15,1682322427183
1508,4096,15,1682322427183
1509,4096,136,1682322427184
1510,4096,32,1682322427184
1511,4096,1334,1682322427184
1512,4096,15,1682322427215
1513,4096,16,1682322427215
1514,4096,1414,1682322427215
1515,4096,112,1682322427216
1516,4096,23,1682322427216
1517,4096,15,1682322427241
1518,4096,268,1682322427241
1519,4096,29,1682322427242
1520,4096,267,1682322427242
1521,4096,688,1682322427242
1522,4096,15,1682322427283
1523,4096,45,1682322427283
1524,4096,340,1682322427284
1525,4096,337,1682322427284
1526,4096,307,1682322427285
1527,4096,15,1682322427315
1528,4096,530,1682322427315
1529,4096,137,1682322427316
1530,4096,29,1682322427316
1531,4096,130,1682322427316
1532,4096,15,1682322427346
1533,4096,93,1682322427347
1534,4096,112,1682322427347
1535,4096,399,1682322427347
1536,4096,368,1682322427348
1537,4096,15,1682322427378
1538,4096,418,1682322427379
1539,4096,65,1682322427379
1540,4096,190,1682322427379
1541,4096,15,1682322427380
1542,4096,15,1682322427415
1543,4096,207,1682322427415
1544,4096,154,1682322427415
1545,4096,167,1682322427416
1546,4096,469,1682322427416
1547,4096,15,1682322427441
1548,4096,473,1682322427441
1549,4096,60,1682322427442
1550,4096,79,1682322427442
1551,4096,139,1682322427442
1552,4096,15,1682322427477
1553,4096,16,1682322427478
1554,4096,170,1682322427478
1555,4096,730,1682322427478
1556,4096,174,1682322427479
1557,4096,15,1682322427514
1558,4096,227,1682322427514
1559,4096,429,1682322427514
1560,4096,260,1682322427515
1561,4096,194,1682322427515
1562,4096,15,1682322427541
1563,4096,161,1682322427541
1564,4096,126,1682322427542
1565,4096,230,1682322427542
1566,4096,166,1682322427542
1567,4096,15,1682322427579
1568,4096,142,1682322427580
1569,4096,207,1682322427580
1570,4096,458,1682322427580
1571,4096,257,1682322427581
1572,4096,15,1682322427611
1573,4096,229,1682322427611
1574,4096,32,1682322427611
1575,4096,27,1682322427612
1576,4096,266,1682322427612
1577,4096,15,1682322427645
1578,4096,24,1682322427645
1579,4096,250,1682322427646
1580,4096,249,1682322427646
1581,4096,94,1682322427646
1582,4096,15,1682322427680
1583,4096,85,1682322427680
1584,4096,332,1682322427680
1585,4096,482,1682322427681
1586,4096,482,1682322427681
1587,4096,15,1682322427716
1588,4096,173,1682322427717
1589,4096,363,1682322427717
1590,4096,84,1682322427717
1591,4096,305,1682322427718
1592,4096,15,1682322427744
1593,4096,16,1682322427744
1594,4096,184,1682322427745
1595,4096,588,1682322427745
1596,4096,588,1682322427745
1597,4096,15,1682322427776
1598,4096,69,1682322427776
1599,4096,556,1682322427776
1600,4096,521,1682322427777
1601,4096,39,1682322427777
1602,4096,15,1682322427817
1603,4096,389,1682322427818
1604,4096,985,1682322427818
1605,4096,364,1682322427819
1606,4096,33,1682322427819
1607,4096,15,1682322427844
1608,4096,91,1682322427844
1609,4096,3,1682322427845
1610,4096,215,1682322427845
1611,4096,17,1682322427845
1612,4096,15,1682322427881
1613,4096,669,1682322427882
1614,4096,497,1682322427882
1615,4096,102,1682322427882
1616,4096,196,1682322427883
1617,4096,15,1682322427913
1618,4096,184,1682322427914
1619,4096,99,1682322427914
1620,4096,37,1682322427914
1621,4096,46,1682322427914
1622,4096,15,1682322427940
1623,4096,699,1682322427940
1624,4096,328,1682322427940
1625,4096,597,1682322427941
1626,4096,83,1682322427941
1627,4096,15,1682322427985
1628,4096,135,1682322427985
1629,4096,420,1682322427986
1630,4096,268,1682322427986
1631,4096,148,1682322427987
1632,4096,15,1682322428017
1633,4096,16,1682322428017
1634,4096,403,1682322428017
1635,4096,396,1682322428018
1636,4096,396,1682322428018
1637,4096,15,1682322428048
1638,4096,41,1682322428048
1639,4096,15,1682322428049
1640,4096,340,1682322428049
1641,4096,340,1682322428049
1642,4096,15,1682322428080
1643,4096,113,1682322428080
1644,4096,376,1682322428080
1645,4096,95,1682322428081
1646,4096,28,1682322428081
1647,4096,15,1682322428116
1648,4096,61,1682322428116
1649,4096,73,1682322428117
1650,4096,93,1682322428117
1651,4096,345,1682322428117
1652,4096,15,1682322428144
1653,4096,198,1682322428144
1654,4096,433,1682322428145
1655,4096,66,1682322428145
1656,4096,687,1682322428145
1657,4096,15,1682322428181
1658,4096,304,1682322428181
1659,4096,21,1682322428181
1660,4096,217,1682322428182
1661,4096,217,1682322428182
1662,4096,15,1682322428216
1663,4096,93,1682322428217
1664,4096,61,1682322428217
1665,4096,80,1682322428217
1666,4096,840,1682322428218
1667,4096,15,1682322428245
1668,4096,51,1682322428245
1669,4096,211,1682322428246
1670,4096,23,1682322428246
1671,4096,294,1682322428246
1672,4096,15,1682322428276
1673,4096,16,1682322428277
1674,4096,753,1682322428277
1675,4096,38,1682322428277
1676,4096,68,1682322428278
1677,4096,15,1682322428314
1678,4096,219,1682322428315
1679,4096,241,1682322428315
1680,4096,66,1682322428315
1681,4096,529,1682322428315
1682,4096,15,1682322428340
1683,4096,194,1682322428340
1684,4096,185,1682322428341
1685,4096,415,1682322428341
1686,4096,99,1682322428342
1687,4096,15,1682322428382
1688,4096,33,1682322428383
1689,4096,41,1682322428383
1690,4096,538,1682322428383
1691,4096,538,1682322428383
1692,4096,15,1682322428413
1693,4096,237,1682322428414
1694,4096,98,1682322428414
1695,4096,264,1682322428415
1696,4096,264,1682322428415
1697,4096,15,1682322428445
1698,4096,466,1682322428446
1699,4096,296,1682322428446
1700,4096,75,1682322428446
1701,4096,286,1682322428446
1702,4096,15,1682322428473
1703,4096,261,1682322428474
1704,4096,323,1682322428474
1705,4096,610,1682322428475
1706,4096,118,1682322428475
1707,4096,15,1682322428515
1708,4096,123,1682322428516
1709,4096,745,1682322428516
1710,4096,213,1682322428516
1711,4096,213,1682322428517
1712,4096,15,1682322428547
1713,4096,16,1682322428547
1714,4096,364,1682322428547
1715,4096,336,1682322428548
1716,4096,434,1682322428548
1717,4096,15,1682322428578
1718,4096,178,1682322428578
1719,4096,497,1682322428579
1720,4096,116,1682322428579
1721,4096,92,1682322428579
1722,4096,15,1682322428615
1723,4096,889,1682322428616
1724,4096,506,1682322428616
1725,4096,240,1682322428616
1726,4096,31,1682322428617
1727,4096,15,1682322428647
1728,4096,240,1682322428647
1729,4096,39,1682322428647
1730,4096,25,1682322428648
1731,4096,118,1682322428648
1732,4096,15,1682322428680
1733,4096,646,1682322428680
1734,4096,189,1682322428681
1735,4096,798,1682322428681
1736,4096,126,1682322428681
1737,4096,15,1682322428717
1738,4096,512,1682322428717
1739,4096,124,1682322428718
1740,4096,79,1682322428718
1741,4096,196,1682322428718
1742,4096,15,1682322428749
1743,4096,50,1682322428749
1744,4096,296,1682322428749
1745,4096,285,1682322428749
1746,4096,23,1682322428750
1747,4096,15,1682322428780
1748,4096,250,1682322428781
1749,4096,164,1682322428781
1750,4096,937,1682322428781
1751,4096,308,1682322428781
1752,4096,15,1682322428817
1753,4096,16,1682322428817
1754,4096,1414,1682322428818
1755,4096,76,1682322428818
1756,4096,284,1682322428818
1757,4096,15,1682322428844
1758,4096,50,1682322428844
1759,4096,120,1682322428845
1760,4096,222,1682322428845
1761,4096,46,1682322428845
1762,4096,15,1682322428881
1763,4096,53,1682322428881
1764,4096,92,1682322428881
1765,4096,149,1682322428882
1766,4096,755,1682322428882
1767,4096,15,1682322428917
1768,4096,752,1682322428917
1769,4096,347,1682322428918
1770,4096,39,1682322428918
1771,4096,247,1682322428918
1772,4096,14,1682322428944
1773,4096,30,1682322428944
1774,4096,13,1682322428945
1775,4096,15,1682322428945
1776,4096,39,1682322428945
1777,4096,411,1682322428946
1778,4096,100,1682322428946
1779,4096,490,1682322428946
1780,4096,219,1682322428947
1781,4096,324,1682322428947
1782,4096,952,1682322428947
1783,4096,958,1682322428948
1784,4096,1040,1682322428948
1785,4096,56,1682322428948
1786,4096,279,1682322428949
1787,4096,18,1682322428949
1788,4096,168,1682322428949
1789,4096,424,1682322428950
1790,4096,872,1682322428950
1791,4096,145,1682322428950
1792,4096,110,1682322428951
1793,4096,173,1682322428951
1794,4096,121,1682322428952
1795,4096,144,1682322428952
1796,4096,200,1682322428952
1797,4096,1414,1682322428953
1798,4096,307,1682322428953
1799,4096,189,1682322428953
1800,4096,122,1682322428954
1801,4096,27,1682322428954
1802,4096,238,1682322428954
1803,4096,1206,1682322428955
1804,4096,175,1682322428955
1805,4096,315,1682322428955
1806,4096,144,1682322428956
1807,4096,509,1682322428956
1808,4096,117,1682322428956
1809,4096,19,1682322428957
1810,4096,353,1682322428957
1811,4096,78,1682322428957
1812,4096,335,1682322428958
1813,4096,15,1682322428958
1814,4096,473,1682322428958
1815,4096,363,1682322428959
1816,4096,359,1682322428959
1817,4096,271,1682322428959
1818,4096,906,1682322428960
1819,4096,548,1682322428960
1820,4096,584,1682322428960
1821,4096,112,1682322428961
1822,4096,222,1682322428961
1823,4096,133,1682322428961
1824,4096,43,1682322428962
1825,4096,138,1682322428962
1826,4096,564,1682322428962
1827,4096,72,1682322428963
1828,4096,171,1682322428963
1829,4096,168,1682322428963
1830,4096,39,1682322428964
1831,4096,46,1682322428964
1832,4096,466,1682322428964
1833,4096,15,1682322428981
1834,4096,15,1682322428981
1835,4096,31,1682322428981
1836,4096,918,1682322428982
1837,4096,25,1682322428982
1838,4096,15,1682322429012
1839,4096,15,1682322429013
1840,4096,352,1682322429013
1841,4096,730,1682322429013
1842,4096,16,1682322429014
1843,4096,338,1682322429014
1844,4096,15,1682322429049
1845,4096,15,1682322429050
1846,4096,221,1682322429050
1847,4096,184,1682322429051
1848,4096,136,1682322429051
1849,4096,514,1682322429051
1850,4096,15,1682322429086
1851,4096,15,1682322429087
1852,4096,127,1682322429087
1853,4096,84,1682322429087
1854,4096,14,1682322429088
1855,4096,16,1682322429088
1856,4096,15,1682322429118
1857,4096,15,1682322429119
1858,4096,22,1682322429119
1859,4096,79,1682322429119
1860,4096,397,1682322429119
1861,4096,15,1682322429144
1862,4096,15,1682322429144
1863,4096,420,1682322429145
1864,4096,102,1682322429145
1865,4096,3,1682322429145
1866,4096,15,1682322429177
1867,4096,15,1682322429177
1868,4096,126,1682322429177
1869,4096,212,1682322429178
1870,4096,170,1682322429178
1871,4096,15,1682322429210
1872,4096,16,1682322429210
1873,4096,152,1682322429210
1874,4096,65,1682322429211
1875,4096,147,1682322429211
1876,4096,15,1682322429244
1877,4096,1005,1682322429244
1878,4096,89,1682322429244
1879,4096,158,1682322429245
1880,4096,63,1682322429245
1881,4096,15,1682322429281
1882,4096,225,1682322429281
1883,4096,156,1682322429282
1884,4096,159,1682322429282
1885,4096,488,1682322429283
1886,4096,15,1682322429318
1887,4096,590,1682322429318
1888,4096,231,1682322429319
1889,4096,40,1682322429319
1890,4096,177,1682322429319
1891,4096,15,1682322429344
1892,4096,61,1682322429345
1893,4096,207,1682322429345
1894,4096,81,1682322429345
1895,4096,251,1682322429346
1896,4096,15,1682322429381
1897,4096,144,1682322429381
1898,4096,111,1682322429382
1899,4096,34,1682322429382
1900,4096,325,1682322429382
1901,4096,15,1682322429413
1902,4096,127,1682322429413
1903,4096,289,1682322429414
1904,4096,50,1682322429414
1905,4096,31,1682322429414
1906,4096,6,1682322429440
1907,4096,6,1682322429440
1908,4096,6,1682322429441
1909,4096,6,1682322429441
1910,4096,6,1682322429441
1911,4096,15,1682322429477
1912,4096,16,1682322429477
1913,4096,550,1682322429478
1914,4096,227,1682322429478
1915,4096,190,1682322429479
1916,4096,15,1682322429515
1917,4096,68,1682322429516
1918,4096,167,1682322429516
1919,4096,25,1682322429516
1920,4096,68,1682322429516
1921,4096,15,1682322429541
1922,4096,194,1682322429542
1923,4096,839,1682322429542
1924,4096,418,1682322429543
1925,4096,193,1682322429543
1926,4096,15,1682322429573
1927,4096,130,1682322429574
1928,4096,71,1682322429574
1929,4096,348,1682322429574
1930,4096,235,1682322429575
1931,4096,15,1682322429616
1932,4096,476,1682322429617
1933,4096,347,1682322429617
1934,4096,261,1682322429617
1935,4096,261,1682322429617
1936,4096,15,1682322429646
1937,4096,252,1682322429646
1938,4096,43,1682322429647
1939,4096,112,1682322429647
1940,4096,89,1682322429647
1941,4096,15,1682322429680
1942,4096,52,1682322429680
1943,4096,487,1682322429681
1944,4096,115,1682322429681
1945,4096,438,1682322429681
1946,4096,15,1682322429716
1947,4096,306,1682322429716
1948,4096,456,1682322429717
1949,4096,31,1682322429717
1950,4096,147,1682322429717
1951,4096,15,1682322429743
1952,4096,16,1682322429744
1953,4096,179,1682322429744
1954,4096,92,1682322429744
1955,4096,26,1682322429744
1956,4096,15,1682322429781
1957,4096,655,1682322429781
1958,4096,661,1682322429781
1959,4096,219,1682322429782
1960,4096,219,1682322429782
1961,4096,15,1682322429819
1962,4096,111,1682322429820
1963,4096,343,1682322429820
1964,4096,37,1682322429820
1965,4096,19,1682322429821
1966,4096,15,1682322429841
1967,4096,233,1682322429842
1968,4096,232,1682322429842
1969,4096,194,1682322429842
1970,4096,15,1682322429874
1971,4096,85,1682322429875
1972,4096,231,1682322429875
1973,4096,105,1682322429875
1974,4096,813,1682322429876
1975,4096,15,1682322429916
1976,4096,287,1682322429917
1977,4096,103,1682322429917
1978,4096,41,1682322429917
1979,4096,354,1682322429917
1980,4096,15,1682322429941
1981,4096,208,1682322429942
1982,4096,121,1682322429942
1983,4096,68,1682322429943
1984,4096,148,1682322429943
1985,4096,15,1682322429974
1986,4096,497,1682322429974
1987,4096,55,1682322429974
1988,4096,409,1682322429975
1989,4096,67,1682322429975
1990,4096,15,1682322430017
1991,4096,16,1682322430017
1992,4096,242,1682322430017
1993,4096,141,1682322430017
1994,4096,380,1682322430018
1995,4096,15,1682322430047
1996,4096,267,1682322430047
1997,4096,544,1682322430048
1998,4096,301,1682322430048
1999,4096,87,1682322430048
2000,4096,15,1682322430078
2001,4096,89,1682322430079
2002,4096,347,1682322430079
2003,4096,107,1682322430079
2004,4096,752,1682322430079
2005,4096,15,1682322430122
2006,4096,49,1682322430123
2007,4096,499,1682322430123
2008,4096,454,1682322430123
2009,4096,454,1682322430124
2010,4096,15,1682322430145
2011,4096,317,1682322430145
2012,4096,618,1682322430145
2013,4096,251,1682322430146
2014,4096,251,1682322430146
2015,4096,15,1682322430176
2016,4096,69,1682322430177
2017,4096,1283,1682322430177
2018,4096,178,1682322430177
2019,4096,61,1682322430178
2020,4096,15,1682322430214
2021,4096,711,1682322430214
2022,4096,596,1682322430214
2023,4096,74,1682322430215
2024,4096,77,1682322430215
2025,4096,15,1682322430246
2026,4096,32,1682322430246
2027,4096,64,1682322430246
2028,4096,90,1682322430247
2029,4096,329,1682322430247
2030,4096,15,1682322430277
2031,4096,16,1682322430278
2032,4096,154,1682322430278
2033,4096,176,1682322430278
2034,4096,394,1682322430278
2035,4096,15,1682322430323
2036,4096,1365,1682322430323
2037,4096,336,1682322430323
2038,4096,179,1682322430324
2039,4096,43,1682322430324
2040,4096,15,1682322430349
2041,4096,663,1682322430350
2042,4096,176,1682322430350
2043,4096,70,1682322430350
2044,4096,75,1682322430350
2045,4096,15,1682322430381
2046,4096,548,1682322430381
2047,4096,60,1682322430382
2048,4096,220,1682322430382
2049,4096,220,1682322430382
2050,4096,15,1682322430417
2051,4096,1350,1682322430418
2052,4096,23,1682322430418
2053,4096,112,1682322430418
2054,4096,58,1682322430419
2055,4096,15,1682322430444
2056,4096,567,1682322430444
2057,4096,275,1682322430445
2058,4096,131,1682322430445
2059,4096,89,1682322430445
